page_id,Name,link,ID,Align,Eye,Hair,Sex,GSM,Alive,Appearance,First Appearance_old,YEAR,Citizenship,date,month,year,First Appearance
5294,Roxanne Leech (New Earth),https://dc.fandom.com/wiki/Roxanne_Leech_(New_Earth),Public Identity,Good ,Blue ,Blond ,Female ,,Living ,60,"1993, July",1993.0,American,1993-07-01,07,1993,07/1993
2656,Paco Ramone (New Earth),https://dc.fandom.com/wiki/Paco_Ramone_(New_Earth),Public Identity,Good ,Brown ,Brown ,Male ,,Deceased ,60,"1984, October",1984.0,American,1984-10-01,10,1984,10/1984
2773,Bette Sans Souci (New Earth),https://dc.fandom.com/wiki/Bette_Sans_Souci_(New_Earth),Secret Identity,Bad ,Blue ,Red ,Female ,,Living ,60,"1982, December",1982.0,Canadian,1982-12-01,12,1982,12/1982
12177,Chaselon (New Earth),https://dc.fandom.com/wiki/Chaselon_(New_Earth),Public Identity,,White ,Black ,Male ,,Deceased ,60,"1961, December",1961.0,,1961-12-01,12,1961,12/1961
18907,Martha Roberts (New Earth),https://dc.fandom.com/wiki/Martha_Roberts_(New_Earth),Secret Identity,Good ,Brown ,Brown ,Female ,,Deceased ,60,"1939, December",1939.0,American,1939-12-01,12,1939,12/1939
147267,Ferrin Colos (New Earth),https://dc.fandom.com/wiki/Ferrin_Colos_(New_Earth),Public Identity,Good ,White ,,Male ,,Deceased ,59,"1992, October",1992.0,,1992-10-01,10,1992,10/1992
4805,Angela Hawkins III (New Earth),https://dc.fandom.com/wiki/Angela_Hawkins_III_(New_Earth),Secret Identity,Bad ,Green ,Black ,Female ,,Living ,59,"1981, December",1981.0,British,1981-12-01,12,1981,12/1981
69672,Pren (New Earth),https://dc.fandom.com/wiki/Pren_(New_Earth),Secret Identity,Good ,Blue ,Red ,Male ,,Deceased ,59,"1981, June",1981.0,,1981-06-01,06,1981,06/1981
60260,Simon Jones (New Earth),https://dc.fandom.com/wiki/Simon_Jones_(New_Earth),Public Identity,Bad ,White ,,Male ,,Deceased ,59,"1981, January",1981.0,American,1981-01-01,01,1981,01/1981
1454,Arthur Brown (New Earth),https://dc.fandom.com/wiki/Arthur_Brown_(New_Earth),,Bad ,Blue ,Blond ,Male ,,Living ,59,"1966, May",1966.0,American,1966-05-01,05,1966,05/1966
174205,Richard Starr (New Earth),https://dc.fandom.com/wiki/Richard_Starr_(New_Earth),Secret Identity,Good ,Blue ,Black ,Male ,,Living ,59,"1958, August",1958.0,American,1958-08-01,08,1958,08/1958
4869,Paula Brooks (New Earth),https://dc.fandom.com/wiki/Paula_Brooks_(New_Earth),Secret Identity,,Green ,Black ,Female ,,Living ,59,"1947, August",1947.0,American,1947-08-01,08,1947,08/1947
11843,Langford Terrill (New Earth),https://dc.fandom.com/wiki/Langford_Terrill_(New_Earth),Secret Identity,Good ,Blue ,Blond ,Male ,,Living ,59,"1940, September",1940.0,American,1940-09-01,09,1940,09/1940
65388,Ryan Kendall (New Earth),https://dc.fandom.com/wiki/Ryan_Kendall_(New_Earth),Secret Identity,Good ,Blue ,Black ,Male ,,Deceased ,58,"1992, June",1992.0,American,1992-06-01,06,1992,06/1992
1973,Death (New Earth),https://dc.fandom.com/wiki/Death_(New_Earth),Secret Identity,Neutral ,Black ,Black ,Female ,,Living ,58,"1989, August",1989.0,,1989-08-01,08,1989,08/1989
4850,Cameron Mahkent (New Earth),https://dc.fandom.com/wiki/Cameron_Mahkent_(New_Earth),Secret Identity,Bad ,Blue ,White ,Male ,,Living ,58,"1987, January",1987.0,American,1987-01-01,01,1987,01/1987
7571,Irwin Schwab (New Earth),https://dc.fandom.com/wiki/Irwin_Schwab_(New_Earth),Secret Identity,Good ,Green ,,Male ,,Living ,58,"1982, December",1982.0,American,1982-12-01,12,1982,12/1982
4917,Trigon (New Earth),https://dc.fandom.com/wiki/Trigon_(New_Earth),Public Identity,Bad ,Red ,Red ,Male ,,Living ,58,"1981, March",1981.0,,1981-03-01,03,1981,03/1981
8730,James Rook (New Earth),https://dc.fandom.com/wiki/James_Rook_(New_Earth),Secret Identity,Good ,Green ,Brown ,Male ,,Living ,58,"1969, May",1969.0,American,1969-05-01,05,1969,05/1969
1992,Tula (New Earth),https://dc.fandom.com/wiki/Tula_(New_Earth),Public Identity,,Blue ,Brown ,Female ,,Deceased ,58,"1967, June",1967.0,Atlantean,1967-06-01,06,1967,06/1967
2751,Chemo (New Earth),https://dc.fandom.com/wiki/Chemo_(New_Earth),Public Identity,Bad ,,,,,Living ,58,"1962, July",1962.0,,1962-07-01,07,1962,07/1962
9076,Roscoe Dillon (New Earth),https://dc.fandom.com/wiki/Roscoe_Dillon_(New_Earth),Secret Identity,Bad ,Blue ,Brown ,Male ,,Deceased ,58,"1961, August",1961.0,American,1961-08-01,08,1961,08/1961
9846,Ronald Reagan (New Earth),https://dc.fandom.com/wiki/Ronald_Reagan_(New_Earth),Public Identity,Good ,,Black ,Male ,,Living ,58,"1950, June",1950.0,American,1950-06-01,06,1950,06/1950
5274,Jonathan Gabrielli I (New Earth),https://dc.fandom.com/wiki/Jonathan_Gabrielli_I_(New_Earth),Public Identity,Good ,Black ,Black ,Male ,,Deceased ,58,"1942, April",1942.0,,1942-04-01,04,1942,04/1942
1587,Anita Fite (New Earth),https://dc.fandom.com/wiki/Anita_Fite_(New_Earth),Secret Identity,Good ,Brown ,Black ,Female ,,Living ,57,"2000, January",2000.0,American,2000-01-01,01,2000,01/2000
10570,Arak Red-Hand (New Earth),https://dc.fandom.com/wiki/Arak_Red-Hand_(New_Earth),Public Identity,Good ,Brown ,Black ,Male ,,Deceased ,57,"1981, August",1981.0,,1981-08-01,08,1981,08/1981
14617,Anthony Ivo (New Earth),https://dc.fandom.com/wiki/Anthony_Ivo_(New_Earth),Secret Identity,Bad ,,Black ,Male ,,Living ,57,"1960, July",1960.0,,1960-07-01,07,1960,07/1960
5273,Anthony Rodriguez I (New Earth),https://dc.fandom.com/wiki/Anthony_Rodriguez_I_(New_Earth),Public Identity,Good ,Black ,Brown ,Male ,,Deceased ,57,"1942, April",1942.0,,1942-04-01,04,1942,04/1942
1793,Paul Kirk II (New Earth),https://dc.fandom.com/wiki/Paul_Kirk_II_(New_Earth),Secret Identity,Good ,Blue ,Brown ,Male ,,Deceased ,57,"1942, April",1942.0,American,1942-04-01,04,1942,04/1942
5276,Thomas Thompkins I (New Earth),https://dc.fandom.com/wiki/Thomas_Thompkins_I_(New_Earth),Public Identity,Good ,,Brown ,Male ,,Deceased ,57,"1942, April",1942.0,,1942-04-01,04,1942,04/1942
14507,Hera (New Earth),https://dc.fandom.com/wiki/Hera_(New_Earth),Public Identity,Neutral ,Blue ,Red ,Female ,,Living ,57,"1941, December",1941.0,,1941-12-01,12,1941,12/1941
12138,Graf Toren (New Earth),https://dc.fandom.com/wiki/Graf_Toren_(New_Earth),Secret Identity,Good ,,,Male ,,Living ,56,"1993, August",1993.0,,1993-08-01,08,1993,08/1993
5152,Baby Wildebeest (New Earth),https://dc.fandom.com/wiki/Baby_Wildebeest_(New_Earth),Public Identity,Good ,White ,Black ,Male ,,Deceased ,56,"1992, April",1992.0,American,1992-04-01,04,1992,04/1992
66420,Jennifer Morgan (New Earth),https://dc.fandom.com/wiki/Jennifer_Morgan_(New_Earth),Secret Identity,Good ,,Brown ,Female ,,Living ,56,"1980, October",1980.0,American · Skartarian,1980-10-01,10,1980,10/1980
88731,Troy Stewart (Pre-Zero Hour),https://dc.fandom.com/wiki/Troy_Stewart_(Pre-Zero_Hour),Public Identity,Good ,Black ,Black ,Male ,,Living ,56,"1976, April",1976.0,United Planets Citizen,1976-04-01,04,1976,04/1976
5275,Patrick MacGuire I (New Earth),https://dc.fandom.com/wiki/Patrick_MacGuire_I_(New_Earth),Public Identity,Good ,,Red ,Male ,,Living ,56,"1942, April",1942.0,,1942-04-01,04,1942,04/1942
53426,Atrocitus (New Earth),https://dc.fandom.com/wiki/Atrocitus_(New_Earth),Secret Identity,Neutral ,Yellow ,,Male ,,Living ,55,"2008, January",2008.0,,2008-01-01,01,2008,01/2008
1889,Sebastian Faust (New Earth),https://dc.fandom.com/wiki/Sebastian_Faust_(New_Earth),Public Identity,Good ,Blue ,Black ,Male ,,Living ,55,"1993, November",1993.0,British,1993-11-01,11,1993,11/1993
117817,Voz (New Earth),https://dc.fandom.com/wiki/Voz_(New_Earth),Secret Identity,Good ,Brown ,Brown ,Male ,,Living ,55,"1993, August",1993.0,,1993-08-01,08,1993,08/1993
62760,Stanley Kitch (New Earth),https://dc.fandom.com/wiki/Stanley_Kitch_(New_Earth),Public Identity,Good ,Blue ,Blond ,Male ,,Living ,55,"1989, January",1989.0,American,1989-01-01,01,1989,01/1989
1487,Henry Heywood III (New Earth),https://dc.fandom.com/wiki/Henry_Heywood_III_(New_Earth),Public Identity,Good ,Blue ,Red ,Male ,,Deceased ,55,"1984, October",1984.0,American,1984-10-01,10,1984,10/1984
88211,Yera Allon (Pre-Zero Hour),https://dc.fandom.com/wiki/Yera_Allon_(Pre-Zero_Hour),Public Identity,Good ,Purple ,Purple ,Female ,,Living ,55,"1982, May",1982.0,United Planets Citizen,1982-05-01,05,1982,05/1982
4317,Mongul I (New Earth),https://dc.fandom.com/wiki/Mongul_I_(New_Earth),Public Identity,Bad ,Red ,,Male ,,Deceased ,55,"1980, November",1980.0,,1980-11-01,11,1980,11/1980
2005,Anton Arcane (New Earth),https://dc.fandom.com/wiki/Anton_Arcane_(New_Earth),Public Identity,Bad ,Black ,White ,Male ,,Deceased ,55,"1973, January",1973.0,Romanian,1973-01-01,01,1973,01/1973
149411,Randu Singh (New Earth),https://dc.fandom.com/wiki/Randu_Singh_(New_Earth),,Good ,,Black ,Male ,,Living ,55,"1972, September",1972.0,Indian,1972-09-01,09,1972,09/1972
5423,Stel (New Earth),https://dc.fandom.com/wiki/Stel_(New_Earth),Public Identity,Good ,Photocellular ,,Male ,,Living ,55,"1962, March",1962.0,,1962-03-01,03,1962,03/1962
40601,Judy Walton (New Earth),https://dc.fandom.com/wiki/Judy_Walton_(New_Earth),Public Identity,Good ,Blue ,Blond ,Female ,,Living ,55,"1960, August",1960.0,American,1960-08-01,08,1960,08/1960
40595,Nicholas Walton (New Earth),https://dc.fandom.com/wiki/Nicholas_Walton_(New_Earth),Public Identity,Good ,,Blond ,Male ,,Living ,55,"1960, August",1960.0,American,1960-08-01,08,1960,08/1960
245864,Johnny Peril (New Earth),https://dc.fandom.com/wiki/Johnny_Peril_(New_Earth),Secret Identity,Good ,Blue ,Blond ,Male ,,Living ,55,"1947, February",1947.0,American,1947-02-01,02,1947,02/1947
164815,Shift (New Earth),https://dc.fandom.com/wiki/Shift_(New_Earth),Public Identity,Good ,Black ,,Male ,,Living ,54,"2003, August",2003.0,American,2003-08-01,08,2003,08/2003
80255,Michael Akins (New Earth),https://dc.fandom.com/wiki/Michael_Akins_(New_Earth),Public Identity,Neutral ,Brown ,Black ,Male ,,Living ,54,"2001, January",2001.0,American,2001-01-01,01,2001,01/2001
140650,Natt Walls (New Earth),https://dc.fandom.com/wiki/Natt_Walls_(New_Earth),Public Identity,Neutral ,Brown ,Black ,Male ,,Deceased ,54,"1996, August",1996.0,American,1996-08-01,08,1996,08/1996
5047,Carol Bucklen (New Earth),https://dc.fandom.com/wiki/Carol_Bucklen_(New_Earth),,Good ,Brown ,Black ,Female ,,Living ,54,"1995, April",1995.0,American,1995-04-01,04,1995,04/1995
2485,Jared Stevens (New Earth),https://dc.fandom.com/wiki/Jared_Stevens_(New_Earth),Public Identity,Good ,Blue ,Black ,Male ,,Deceased ,54,"1994, October",1994.0,American,1994-10-01,10,1994,10/1994
2775,Satanus (New Earth),https://dc.fandom.com/wiki/Satanus_(New_Earth),Secret Identity,Bad ,Red ,Black ,Male ,,Living ,54,"1992, August",1992.0,,1992-08-01,08,1992,08/1992
4889,Danny the Street (New Earth),https://dc.fandom.com/wiki/Danny_the_Street_(New_Earth),Public Identity,Good ,,,Male ,,Living ,54,"1990, August",1990.0,,1990-08-01,08,1990,08/1990
24090,Alice Spencer (New Earth),https://dc.fandom.com/wiki/Alice_Spencer_(New_Earth),Public Identity,Good ,,White ,Female ,,Living ,54,"1987, May",1987.0,American,1987-05-01,05,1987,05/1987
2785,Big Bear (New Earth),https://dc.fandom.com/wiki/Big_Bear_(New_Earth),Public Identity,Good ,Green ,Red ,Male ,,Deceased ,54,"1971, March",1971.0,Genesisian,1971-03-01,03,1971,03/1971
5439,Merlyn (New Earth),https://dc.fandom.com/wiki/Merlyn_(New_Earth),Secret Identity,Bad ,Black ,Black ,Male ,,Living ,54,"1971, November",1971.0,,1971-11-01,11,1971,11/1971
25942,"Arthur Curry, Jr. (New Earth)","https://dc.fandom.com/wiki/Arthur_Curry,_Jr._(New_Earth)",Public Identity,Neutral ,Blue ,Blond ,Male ,,Deceased ,54,"1965, October",1965.0,Atlantean,1965-10-01,10,1965,10/1965
51016,Jennifer Pierce (New Earth),https://dc.fandom.com/wiki/Jennifer_Pierce_(New_Earth),Secret Identity,Good ,Brown ,Black ,Female ,,Living ,53,"2008, March",2008.0,American,2008-03-01,03,2008,03/2008
4780,Knockout (New Earth),https://dc.fandom.com/wiki/Knockout_(New_Earth),Secret Identity,Bad ,Blue ,Red ,Female ,Bisexual ,Living ,53,"1994, February",1994.0,Apokoliptian,1994-02-01,02,1994,02/1994
19714,Clifford Baker (New Earth),https://dc.fandom.com/wiki/Clifford_Baker_(New_Earth),Public Identity,,Green ,Red ,Male ,,Deceased ,53,"1988, September",1988.0,American,1988-09-01,09,1988,09/1988
61046,Daniel Chase (New Earth),https://dc.fandom.com/wiki/Daniel_Chase_(New_Earth),Secret Identity,Good ,Green ,Red ,Male ,,Deceased ,53,1987,1987.0,American,1987-01-01,01,1987,01/1987
1922,Danton Black (New Earth),https://dc.fandom.com/wiki/Danton_Black_(New_Earth),Secret Identity,Bad ,Blue ,Black ,Male ,,Living ,53,"1978, March",1978.0,American,1978-03-01,03,1978,03/1978
23000,Kanjar Ro (New Earth),https://dc.fandom.com/wiki/Kanjar_Ro_(New_Earth),Public Identity,Bad ,Yellow ,,Male ,,Living ,53,"1961, March",1961.0,,1961-03-01,03,1961,03/1961
1892,Lori Zechlin (New Earth),https://dc.fandom.com/wiki/Lori_Zechlin_(New_Earth),Secret Identity,Neutral ,Blue ,Black ,Female ,,Living ,52,"2005, January",2005.0,American,2005-01-01,01,2005,01/2005
40065,Cody Driscoll (New Earth),https://dc.fandom.com/wiki/Cody_Driscoll_(New_Earth),Secret Identity,Good ,Green ,Blond ,Male ,,Living ,52,"1996, October",1996.0,American,1996-10-01,10,1996,10/1996
9049,Helena Kosmatos (New Earth),https://dc.fandom.com/wiki/Helena_Kosmatos_(New_Earth),Secret Identity,Good ,Red ,Blond ,Female ,,Living ,52,"1987, March",1987.0,Greek,1987-03-01,03,1987,03/1987
70553,Kalista (New Earth),https://dc.fandom.com/wiki/Kalista_(New_Earth),Public Identity,Good ,White ,Purple ,Female ,,Deceased ,52,"1981, June",1981.0,,1981-06-01,06,1981,06/1981
11377,Beautiful Dreamer (New Earth),https://dc.fandom.com/wiki/Beautiful_Dreamer_(New_Earth),Secret Identity,Good ,Blue ,Black ,Female ,,Deceased ,52,"1971, March",1971.0,Genesisian,1971-03-01,03,1971,03/1971
40599,Biff Bailey (New Earth),https://dc.fandom.com/wiki/Biff_Bailey_(New_Earth),Public Identity,Good ,,Red ,Male ,,Living ,52,"1960, August",1960.0,American,1960-08-01,08,1960,08/1960
1923,James Craddock (New Earth),https://dc.fandom.com/wiki/James_Craddock_(New_Earth),Public Identity,Bad ,Blue ,Brown ,Male ,,Deceased ,52,"1947, October",1947.0,British,1947-10-01,10,1947,10/1947
11333,Franklin Delano Roosevelt (New Earth),https://dc.fandom.com/wiki/Franklin_Delano_Roosevelt_(New_Earth),Public Identity,Good ,,Grey ,Male ,,Living ,52,"1936, March",1936.0,American,1936-03-01,03,1936,03/1936
23831,Arkillo (New Earth),https://dc.fandom.com/wiki/Arkillo_(New_Earth),Public Identity,Bad ,Black ,,Male ,,Living ,51,"2006, May",2006.0,,2006-05-01,05,2006,05/2006
8883,Katherine Kane (New Earth),https://dc.fandom.com/wiki/Katherine_Kane_(New_Earth),Secret Identity,Good ,Green ,Red ,Female ,Homosexual ,Living ,51,"2006, June",2006.0,American,2006-06-01,06,2006,06/2006
5304,Rex Leech (New Earth),https://dc.fandom.com/wiki/Rex_Leech_(New_Earth),Public Identity,Neutral ,Hazel ,Brown ,Male ,,Living ,51,"1993, February",1993.0,American,1993-02-01,02,1993,02/1993
118190,Jayne Payton (New Earth),https://dc.fandom.com/wiki/Jayne_Payton_(New_Earth),Public Identity,Neutral ,,Red ,Female ,,Living ,51,"1988, October",1988.0,American,1988-10-01,10,1988,10/1988
13106,"Artemis, Goddess of the Hunt (New Earth)","https://dc.fandom.com/wiki/Artemis,_Goddess_of_the_Hunt_(New_Earth)",Public Identity,Neutral ,Blue ,Red ,Female ,,Living ,51,"1987, February",1987.0,,1987-02-01,02,1987,02/1987
13072,Andrew Bennett (New Earth),https://dc.fandom.com/wiki/Andrew_Bennett_(New_Earth),Secret Identity,Good ,Red ,Black ,Male ,,Living ,51,"1981, March",1981.0,British,1981-03-01,03,1981,03/1981
63305,Machiste (New Earth),https://dc.fandom.com/wiki/Machiste_(New_Earth),Public Identity,Good ,Brown ,,Male ,,Living ,51,"1976, April",1976.0,Skartarian,1976-04-01,04,1976,04/1976
18070,Mark Moonrider (New Earth),https://dc.fandom.com/wiki/Mark_Moonrider_(New_Earth),Secret Identity,Good ,Blue ,Black ,Male ,,Deceased ,51,"1971, March",1971.0,Genesisian,1971-03-01,03,1971,03/1971
18074,Serifan (New Earth),https://dc.fandom.com/wiki/Serifan_(New_Earth),Secret Identity,Good ,Blue ,Blond ,Male ,,Deceased ,51,"1971, March",1971.0,Genesisian,1971-03-01,03,1971,03/1971
2754,Copperhead (New Earth),https://dc.fandom.com/wiki/Copperhead_(New_Earth),Secret Identity,Bad ,Brown ,,Male ,,Deceased ,51,"1968, July",1968.0,American,1968-07-01,07,1968,07/1968
7099,Phillip Mason (New Earth),https://dc.fandom.com/wiki/Phillip_Mason_(New_Earth),Public Identity,Good ,Blue ,Blond ,Male ,,Living ,51,"1959, August",1959.0,American,1959-08-01,08,1959,08/1959
4870,Joar Mahkent (New Earth),https://dc.fandom.com/wiki/Joar_Mahkent_(New_Earth),Secret Identity,Bad ,Blue ,Red ,Male ,,Deceased ,51,"1947, October",1947.0,European,1947-10-01,10,1947,10/1947
44198,Koryak (New Earth),https://dc.fandom.com/wiki/Koryak_(New_Earth),Public Identity,Good ,Brown ,Black ,Male ,,Deceased ,50,"1995, January",1995.0,Atlantean,1995-01-01,01,1995,01/1995
99957,Lyrl Dox (New Earth),https://dc.fandom.com/wiki/Lyrl_Dox_(New_Earth),Public Identity,Bad ,Green ,Blond ,Male ,,Living ,50,"1991, June",1991.0,,1991-06-01,06,1991,06/1991
2002,Lonnie Machin (New Earth),https://dc.fandom.com/wiki/Lonnie_Machin_(New_Earth),Secret Identity,Good ,Blue ,Red ,Male ,,Living ,50,"1989, November",1989.0,American,1989-11-01,11,1989,11/1989
35327,Sodam Yat (New Earth),https://dc.fandom.com/wiki/Sodam_Yat_(New_Earth),Public Identity,Good ,Green ,Black ,Male ,,Living ,50,1986,1986.0,,1986-01-01,01,1986,01/1986
127606,Chester Williams (New Earth),https://dc.fandom.com/wiki/Chester_Williams_(New_Earth),Public Identity,Good ,Blue ,Red ,Male ,,Living ,50,"1985, December",1985.0,American,1985-12-01,12,1985,12/1985
6754,Angela Roth (New Earth),https://dc.fandom.com/wiki/Angela_Roth_(New_Earth),Secret Identity,Good ,Blue ,Black ,Female ,,Deceased ,50,"1981, January",1981.0,American Azarathian,1981-01-01,01,1981,01/1981
2756,Christopher King (New Earth),https://dc.fandom.com/wiki/Christopher_King_(New_Earth),Secret Identity,Good ,Blue ,Blond ,Male ,,Living ,50,"1981, February",1981.0,American,1981-02-01,02,1981,02/1981
8810,Mad Harriet (New Earth),https://dc.fandom.com/wiki/Mad_Harriet_(New_Earth),Secret Identity,Bad ,Black ,Green ,Female ,,Deceased ,50,"1972, February",1972.0,Apokoliptian,1972-02-01,02,1972,02/1972
18063,Vykin the Black (New Earth),https://dc.fandom.com/wiki/Vykin_the_Black_(New_Earth),Secret Identity,Good ,Brown ,Black ,Male ,,Deceased ,50,"1971, March",1971.0,Genesisian,1971-03-01,03,1971,03/1971
2613,Donald Hall (New Earth),https://dc.fandom.com/wiki/Donald_Hall_(New_Earth),Secret Identity,Good ,Blue ,Blond ,Male ,,Deceased ,50,"1968, June",1968.0,American,1968-06-01,06,1968,06/1968
4860,"Henry King, Sr. (New Earth)","https://dc.fandom.com/wiki/Henry_King,_Sr._(New_Earth)",Public Identity,Bad ,Blue ,,Male ,,Deceased ,50,"1943, February",1943.0,American,1943-02-01,02,1943,02/1943
112193,Scar (New Earth),https://dc.fandom.com/wiki/Scar_(New_Earth),Secret Identity,Bad ,Black ,,Female ,,Deceased ,49,"2008, January",2008.0,Oan,2008-01-01,01,2008,01/2008
24463,Jeffrey Graves (New Earth),https://dc.fandom.com/wiki/Jeffrey_Graves_(New_Earth),Secret Identity,,,Brown ,Male ,,Living ,49,"2007, February",2007.0,American,2007-02-01,02,2007,02/2007
39544,Lor-Zod (New Earth),https://dc.fandom.com/wiki/Lor-Zod_(New_Earth),Secret Identity,Good ,Brown ,Brown ,Male ,,Living ,49,"2006, December",2006.0,American,2006-12-01,12,2006,12/2006
18657,Blaze (New Earth),https://dc.fandom.com/wiki/Blaze_(New_Earth),Secret Identity,Bad ,Red ,Black ,Female ,,Living ,49,"1990, July",1990.0,,1990-07-01,07,1990,07/1990
19058,Mary Loyd (New Earth),https://dc.fandom.com/wiki/Mary_Loyd_(New_Earth),Public Identity,,Green ,Black ,Female ,,Deceased ,49,"1989, August",1989.0,American,1989-08-01,08,1989,08/1989
4788,Otto von Furth (New Earth),https://dc.fandom.com/wiki/Otto_von_Furth_(New_Earth),Secret Identity,Bad ,Yellow ,,Male ,,Deceased ,49,"1981, December",1981.0,German,1981-12-01,12,1981,12/1981
8808,Bernadeth (New Earth),https://dc.fandom.com/wiki/Bernadeth_(New_Earth),Secret Identity,Bad ,Brown ,Black ,Female ,,Living ,49,"1972, February",1972.0,Apokoliptian,1972-02-01,02,1972,02/1972
4824,Jay Abrams (New Earth),https://dc.fandom.com/wiki/Jay_Abrams_(New_Earth),Secret Identity,Good ,Grey ,Black ,Male ,,Living ,49,"1971, February",1971.0,,1971-02-01,02,1971,02/1971
139909,Mortimer Jibbet (New Earth),https://dc.fandom.com/wiki/Mortimer_Jibbet_(New_Earth),Secret Identity,Good ,Brown ,Black ,Male ,,Living ,49,"1939, April",1939.0,American,1939-04-01,04,1939,04/1939
11189,Iolande (New Earth),https://dc.fandom.com/wiki/Iolande_(New_Earth),Public Identity,Good ,Purple ,Black ,Female ,,Living ,48,"2006, August",2006.0,,2006-08-01,08,2006,08/2006
21644,Traci Thirteen (New Earth),https://dc.fandom.com/wiki/Traci_Thirteen_(New_Earth),Public Identity,,Brown ,Black ,Female ,,Living ,48,"2003, February",2003.0,American,2003-02-01,02,2003,02/2003
4803,Yrra Cynril (New Earth),https://dc.fandom.com/wiki/Yrra_Cynril_(New_Earth),Secret Identity,Neutral ,Brown ,Black ,Female ,,Living ,48,"1997, February",1997.0,,1997-02-01,02,1997,02/1997
29823,Aristotle Rodor (New Earth),https://dc.fandom.com/wiki/Aristotle_Rodor_(New_Earth),Public Identity,,Blue ,White ,Male ,,Living ,48,"1987, February",1987.0,American,1987-02-01,02,1987,02/1987
28714,Linda Strauss (New Earth),https://dc.fandom.com/wiki/Linda_Strauss_(New_Earth),Secret Identity,Good ,,Blond ,Female ,,Deceased ,48,"1987, July",1987.0,American,1987-07-01,07,1987,07/1987
10484,Harold Jordan (New Earth),https://dc.fandom.com/wiki/Harold_Jordan_(New_Earth),Secret Identity,,Brown ,Brown ,Male ,,Deceased ,48,"1978, January",1978.0,American,1978-01-01,01,1978,01/1978
5270,Jonathan Gabrielli II (New Earth),https://dc.fandom.com/wiki/Jonathan_Gabrielli_II_(New_Earth),Secret Identity,Good ,,Black ,Male ,,Living ,48,"1970, October",1970.0,,1970-10-01,10,1970,10/1970
89251,Mona Bennett (New Earth),https://dc.fandom.com/wiki/Mona_Bennett_(New_Earth),,Good ,Blue ,Blond ,Female ,,Living ,48,"1963, July",1963.0,American,1963-07-01,07,1963,07/1963
1963,Hugo Strange (New Earth),https://dc.fandom.com/wiki/Hugo_Strange_(New_Earth),Public Identity,Bad ,Grey ,,Male ,,Living ,48,"1940, February",1940.0,American,1940-02-01,02,1940,02/1940
4826,Joseph Jones (New Earth),https://dc.fandom.com/wiki/Joseph_Jones_(New_Earth),Secret Identity,Good ,Blue ,Black ,Male ,,Deceased ,47,"1991, January",1991.0,American,1991-01-01,01,1991,01/1991
97475,Matthew Ryder (New Earth),https://dc.fandom.com/wiki/Matthew_Ryder_(New_Earth),Secret Identity,Good ,Blue ,Blond ,Male ,,Deceased ,47,"1991, September",1991.0,American,1991-09-01,09,1991,09/1991
13715,Keith Kenyon (New Earth),https://dc.fandom.com/wiki/Keith_Kenyon_(New_Earth),Public Identity,Bad ,,,Male ,,Living ,47,"1965, July",1965.0,American,1965-07-01,07,1965,07/1965
2772,Neptune Perkins (New Earth),https://dc.fandom.com/wiki/Neptune_Perkins_(New_Earth),Public Identity,Good ,Blue ,Black ,Male ,,Deceased ,47,"1945, August",1945.0,American,1945-08-01,08,1945,08/1945
14144,Irene Miller (New Earth),https://dc.fandom.com/wiki/Irene_Miller_(New_Earth),Public Identity,Good ,Grey ,Black ,Female ,,Living ,47,"1940, September",1940.0,American,1940-09-01,09,1940,09/1940
139914,Amelia Hunkel (New Earth),https://dc.fandom.com/wiki/Amelia_Hunkel_(New_Earth),Secret Identity,Good ,,,Female ,,Living ,47,"1939, June",1939.0,American,1939-06-01,06,1939,06/1939
5114,Helen Claiborne (New Earth),https://dc.fandom.com/wiki/Helen_Claiborne_(New_Earth),Public Identity,Neutral ,Blue ,Black ,Female ,,Living ,46,"1995, June",1995.0,American,1995-06-01,06,1995,06/1995
43008,Crystal Brown (New Earth),https://dc.fandom.com/wiki/Crystal_Brown_(New_Earth),Public Identity,Good ,Green ,Brown ,Female ,,Living ,46,"1992, August",1992.0,American,1992-08-01,08,1992,08/1992
2625,Mary Elizabeth Kane (New Earth),https://dc.fandom.com/wiki/Mary_Elizabeth_Kane_(New_Earth),Secret Identity,Good ,Blue ,Blond ,Female ,,Living ,46,1989,1989.0,American,1989-01-01,01,1989,01/1989
174421,Mark Scheffer (New Earth),https://dc.fandom.com/wiki/Mark_Scheffer_(New_Earth),Secret Identity,Bad ,,,Male ,,Living ,46,"1988, April",1988.0,American,1988-04-01,04,1988,04/1988
61503,Joseph Chilton (New Earth),https://dc.fandom.com/wiki/Joseph_Chilton_(New_Earth),Public Identity,Bad ,Hazel ,Blond ,Male ,,Deceased ,46,"1987, February",1987.0,American,1987-02-01,02,1987,02/1987
2713,Siobhan McDougal (New Earth),https://dc.fandom.com/wiki/Siobhan_McDougal_(New_Earth),Secret Identity,Bad ,White ,White ,Female ,,Living ,46,"1987, December",1987.0,Irish,1987-12-01,12,1987,12/1987
44273,Miya Shimada (New Earth),https://dc.fandom.com/wiki/Miya_Shimada_(New_Earth),Secret Identity,Good ,Brown ,Black ,Female ,,Living ,46,"1984, May",1984.0,American · Japanese,1984-05-01,05,1984,05/1984
9324,Alec Holland (New Earth),https://dc.fandom.com/wiki/Alec_Holland_(New_Earth),Public Identity,Good ,Blue ,Blond ,Male ,,Living ,46,"1972, November",1972.0,American,1972-11-01,11,1972,11/1972
